,rock_name,long,lat,SiO2n,TiO2n,Al2O3n,FeOn,MnOn,MgOn,CaOn,Na2On,K2On,P2O5n
3731,Andesite,-122.2121,44.205,59.31,0.89,18.19,6.4,0.12,3.31,6.33,3.96,1.31,0.17
3732,Andesite,-122.2359,44.205,60.3,0.86,17.62,6.12,0.09,3.12,6.0,4.02,1.51,0.34
3733,Basalt,-122.0769,44.2165,51.48,1.97,17.52,11.42,0.19,4.17,7.49,4.26,1.01,0.49
3734,Andesite,-122.0769,44.2165,58.23,1.0,17.68,6.54,0.1,3.78,7.18,3.79,1.31,0.39
3735,Basalt,-122.0848,44.2165,51.54,1.93,17.21,11.09,0.18,4.29,7.76,4.39,1.1,0.49
3736,Dacite dike,-122.2997,44.2108,63.67,1.1,16.37,5.86,0.15,1.81,6.57,3.48,0.72,0.28
3737,Basaltic andesite sill,-122.2997,44.2108,56.79,1.34,18.43,7.92,0.15,3.07,7.33,3.76,0.95,0.24
3738,Andesite  sill,-122.2997,44.2108,58.29,1.4,17.2,8.14,0.15,3.1,7.05,3.13,1.28,0.26
3739,Basaltic andesite  sill,-122.2997,44.2108,56.97,1.4,17.31,8.2,0.15,3.4,7.5,3.91,0.9,0.26
3740,Basalt dike,-122.5212,44.5445,51.08,0.76,24.48,6.2,0.15,2.23,12.96,1.92,0.14,0.06
3741,Basaltic andesite dike,-122.4742,44.6021,52.62,0.86,18.64,7.34,0.15,5.96,10.77,3.16,0.4,0.12
3742,Andesite,-122.474,44.5906,61.74,0.78,17.01,5.34,0.1,3.25,6.27,3.48,1.88,0.14
3743,Andesite,-122.4738,44.5791,61.18,0.86,16.79,5.56,0.11,3.5,6.7,3.39,1.74,0.16
3744,Dacite,-122.4422,44.6021,63.88,0.72,16.46,4.85,0.09,2.65,5.77,3.55,1.9,0.12
3745,Andesite,-122.4344,44.6193,60.6,0.82,16.92,5.87,0.13,3.63,6.79,3.62,1.47,0.16
3746,Andesite sill,-122.3738,44.3546,59.49,1.12,17.01,6.8,0.15,3.32,6.84,3.86,1.16,0.23
3747,Andesite,-122.3648,44.2913,58.82,1.0,17.46,6.5,0.15,3.67,6.97,3.88,1.32,0.23
3748,Andesite,-122.3489,44.2971,58.84,1.44,16.11,8.6,0.17,2.82,6.3,4.46,0.99,0.26
3749,Basaltic andesite,-122.4457,44.3546,54.54,1.54,17.92,8.68,0.17,3.75,8.88,3.41,0.83,0.28
3750,Andesite,-122.4216,44.3489,59.54,1.3,16.3,7.07,0.13,3.59,6.31,3.72,1.76,0.29
3751,Andesite,-122.4216,44.3489,58.22,1.15,18.05,6.89,0.14,2.86,7.68,3.53,1.25,0.22
3752,Andesite,-122.4288,44.3029,57.85,1.15,17.63,7.0,0.14,3.17,7.38,3.39,1.99,0.31
3753,Diorite sill,-122.3082,44.2453,54.67,0.92,18.74,7.24,0.18,4.98,9.76,3.03,0.32,0.14
3754,Diorite,-122.3163,44.2511,58.47,1.16,16.98,7.19,0.15,3.73,7.47,3.68,0.91,0.25
3755,Basaltic andesite,-122.2849,44.2798,56.88,1.01,17.14,7.05,0.14,5.09,8.69,3.19,0.61,0.2
3756,Basaltic andesite,-122.4876,44.464,53.58,1.29,18.71,7.89,0.16,4.64,9.83,2.96,0.72,0.23
3757,Rhyolite dike,-122.3506,44.4007,74.43,0.29,14.01,2.09,0.07,0.3,1.56,4.81,2.39,0.04
3758,Basaltic andesite tuff,-122.3356,44.4582,55.33,2.1,15.48,10.3,0.18,3.59,7.74,3.42,1.42,0.44
3759,Basaltic andesite,-122.2316,44.4582,52.02,1.48,16.96,7.49,0.14,5.68,9.39,3.47,2.57,0.8
3760,Basaltic andesite,-122.0871,44.4064,49.28,1.36,17.13,10.24,0.18,8.17,10.04,2.92,0.35,0.33
3761,Andesite,-122.1354,44.4352,59.04,1.04,16.91,6.74,0.13,3.84,6.83,3.73,1.55,0.19
3762,Dacite,-122.049,44.5733,67.46,1.02,14.59,5.1,0.08,0.79,3.06,4.28,3.35,0.26
3763,Rhyolite,-122.033,44.5791,72.91,0.4,14.84,1.78,0.04,0.2,1.37,5.15,3.25,0.06
3764,Andesite,-122.0177,44.6424,60.31,0.82,17.73,5.78,0.12,3.27,6.72,4.05,1.05,0.15
3765,Andesite,-122.0419,44.6596,60.08,0.81,17.83,5.85,0.1,3.44,6.81,3.88,1.04,0.15
3766,Dacite,-122.1535,44.6021,63.19,0.68,16.66,4.58,0.07,3.0,5.93,3.85,1.87,0.17
3767,Dacite,-122.1374,44.5906,66.63,0.84,15.35,4.64,0.1,1.4,3.68,4.32,2.84,0.19
3768,Andesite,-122.3785,44.6308,58.27,0.96,17.2,6.72,0.13,4.19,7.72,3.34,1.26,0.2
3769,Basaltic andesite,-122.4512,44.6596,54.23,0.98,19.22,7.85,0.32,4.45,8.76,2.96,1.02,0.21
3770,Basaltic andesite,-122.4432,44.6596,54.45,0.96,19.26,7.09,0.12,4.88,9.15,2.99,0.93,0.16
3771,Dacite,-122.435,44.6481,63.25,0.68,15.92,4.88,0.08,3.9,5.85,3.37,1.96,0.11
3772,Andesite,-122.4268,44.6424,61.39,0.8,16.69,5.28,0.09,3.66,6.69,3.37,1.86,0.16
3773,Andesite,-122.4427,44.6308,60.57,1.0,17.21,6.19,0.14,2.63,6.07,4.33,1.55,0.3
3774,Dacite,-122.3306,44.6424,65.72,0.93,15.13,6.2,0.11,1.4,3.98,3.88,2.49,0.16
3775,Andesite,-122.3306,44.6424,61.82,1.29,16.09,7.66,0.14,2.26,5.24,3.93,1.34,0.23
3776,Andesite,-122.3306,44.6424,62.87,1.18,15.15,7.32,0.18,2.33,5.77,3.71,1.3,0.2
3777,Andesite,-122.3465,44.6366,57.06,1.46,17.28,8.1,0.14,3.56,7.59,3.57,0.94,0.29
3778,Andesite dike,-122.2983,44.6308,60.98,0.87,15.92,5.52,0.09,2.5,8.87,2.85,2.25,0.16
3779,Granodiorite dike,-122.3054,44.5733,60.74,0.95,16.78,6.02,0.1,3.65,5.71,3.77,2.12,0.17
3780,Andesite,-122.1933,44.5791,57.19,1.32,17.73,7.79,0.14,2.93,7.01,4.21,1.46,0.23
3781,Andesite,-122.3557,44.7057,58.79,1.53,17.02,8.19,0.19,2.56,6.19,4.17,1.1,0.24
3782,Basaltic andesite,-122.3396,44.7057,54.78,0.96,17.87,6.74,0.12,5.64,9.13,3.33,1.19,0.23
3783,Basaltic andesite,-122.3474,44.6884,56.38,1.69,17.01,9.06,0.2,3.21,7.45,3.55,1.18,0.27
3784,Andesite,-122.3474,44.6884,57.21,1.13,17.41,7.01,0.16,4.26,7.7,3.72,1.18,0.22
3785,Andesite,-122.0268,44.7459,59.4,0.93,17.11,6.34,0.12,3.88,7.08,3.45,1.51,0.18
3786,Andesite,-122.1078,44.792,59.21,0.78,18.83,5.54,0.09,3.61,6.94,4.11,0.73,0.15
3787,Andesite,-121.9887,44.9473,62.88,0.8,17.36,5.3,0.1,2.41,5.43,4.03,1.53,0.14
3788,Andesite,-122.0132,44.9819,60.73,0.76,18.08,5.16,0.06,3.44,6.87,3.89,0.85,0.17
3789,Diorite intrusion,-121.9653,45.0337,58.7,0.84,18.41,6.22,0.1,3.69,6.96,3.93,0.98,0.16
3791,Granodiorite,-121.7625,46.7817,63.56,0.58,15.95,4.57,0.08,2.13,6.52,4.23,2.26,0.12
3792,Granodiorite,-121.778,46.7926,65.43,0.7,15.75,4.7,0.09,2.57,4.52,3.8,2.3,0.15
3793,Granodiorite,-121.7818,46.7861,66.68,0.59,15.95,3.99,0.07,2.09,3.99,4.03,2.48,0.14
3795,Granodiorite,-121.7269,46.7822,66.38,0.68,15.29,3.89,0.06,2.58,4.27,3.85,2.89,0.11
3798,Granite,-121.7071,46.7884,55.09,0.86,18.22,7.14,0.16,4.35,7.92,3.94,2.13,0.17
3801,Granodiorite,-121.583,46.9194,68.2,0.35,15.59,4.17,0.08,1.42,3.11,4.24,2.7,0.13
3802,Granodiorite,-121.6359,46.9197,68.35,0.47,15.56,3.67,0.06,1.76,4.17,3.87,1.96,0.13
3803,Granodiorite,-121.6034,46.8998,65.33,0.47,16.15,3.76,0.06,1.75,6.03,4.32,2.03,0.11
3804,Granodiorite,-121.5908,46.8921,68.49,0.4,16.3,2.94,0.03,1.52,4.17,4.38,1.65,0.11
3805,Granodiorite,-121.6102,46.8938,67.96,0.5,15.96,3.6,0.04,1.76,4.59,3.91,1.55,0.11
3806,Granite,-121.7107,46.7684,68.95,0.47,15.08,3.25,0.05,1.23,3.06,4.04,3.76,0.11
3808,Granite,-121.6865,46.7706,67.93,0.63,14.9,3.67,0.07,1.86,3.24,4.04,3.54,0.12
3809,Granodiorite,-121.7598,46.7842,65.4,0.6,16.03,4.46,0.08,2.06,4.58,4.11,2.56,0.11
3810,Granodiorite,-121.7786,46.7816,66.74,0.57,15.12,4.28,0.08,2.2,4.37,4.01,2.49,0.13
3811,Granodiorite,-121.7362,46.7699,64.75,0.66,16.33,4.6,0.07,2.43,4.65,3.87,2.49,0.15
3812,Granite,-121.7253,46.7901,66.57,0.75,15.13,4.07,0.08,2.0,3.76,3.92,3.59,0.13
3813,Granodiorite,-121.7515,46.7908,68.56,0.52,15.38,2.95,0.04,1.94,4.05,3.95,2.53,0.09
3814,Granite,-121.7353,46.7566,67.5,0.51,16.08,3.88,0.03,1.53,3.55,4.1,2.72,0.1
3815,Granodiorite,-121.7325,46.7667,66.74,0.44,15.35,4.3,0.08,1.73,3.83,3.88,3.52,0.14
3816,Granite,-121.7018,46.7563,66.63,0.63,15.35,4.49,0.1,1.87,3.76,4.09,2.92,0.15
3817,Granite,-121.7251,46.7642,66.58,0.49,15.89,3.95,0.06,1.67,4.0,4.27,2.97,0.12
3818,Granodiorite,-121.7315,46.7918,66.33,0.61,15.2,2.91,0.06,2.16,5.33,4.14,3.1,0.14
3819,Granite,-121.7202,46.7915,67.07,0.7,15.72,3.84,0.06,1.62,3.6,3.92,3.34,0.13
3820,Granite,-121.7249,46.7934,67.83,0.68,14.91,3.32,0.05,1.97,5.51,4.88,0.7,0.15
3821,Granite,-121.7266,46.793,66.32,0.72,15.65,3.08,0.07,2.12,5.28,3.94,2.67,0.15
3822,Granite,-121.7163,46.7818,66.35,0.71,16.45,4.47,0.08,1.68,3.26,3.91,2.9,0.19
3823,Granite,-121.7215,46.7942,67.98,0.64,15.27,4.15,0.03,0.44,3.61,4.28,3.47,0.13
3824,Granite,-121.7438,46.7546,69.0,0.51,15.39,3.14,0.03,1.77,2.86,3.97,3.21,0.12
3825,Granite,-121.7069,46.7864,62.59,1.03,16.36,5.28,0.07,2.53,5.3,4.19,2.39,0.27
3828,Granodiorite,-121.728,46.7641,66.36,0.69,15.31,4.3,0.09,2.17,3.92,4.19,2.84,0.13
3829,Granodiorite,-121.7255,46.7957,67.93,0.55,15.65,3.66,0.03,1.68,3.8,3.63,2.93,0.13
3832,Granite,-121.7049,46.7537,66.04,0.7,15.3,3.7,0.09,1.86,4.07,4.35,3.76,0.13
3833,Granite,-121.7257,46.7623,68.11,0.64,14.02,3.92,0.07,1.88,3.6,4.15,3.45,0.15
3834,Granite,-121.7106,46.7588,68.04,0.47,15.79,3.84,0.1,1.34,3.38,3.97,2.98,0.1
3835,Granite,-121.7162,46.7668,68.18,0.57,14.81,3.51,0.07,1.84,3.39,4.05,3.39,0.18
3836,Granite,-121.7254,46.7657,68.15,0.5,15.26,3.36,0.06,1.93,3.41,3.87,3.35,0.11
3837,Granite,-121.706,46.7519,66.89,0.74,15.14,3.37,0.04,1.92,4.8,3.93,3.04,0.14
3838,Granodiorite,-121.7103,46.7577,62.48,0.8,16.95,4.73,0.09,2.42,5.1,4.66,2.59,0.18
3839,Granite,-121.7123,46.7633,66.66,0.66,15.03,4.11,0.09,1.97,3.67,4.18,3.51,0.13
3840,Granite,-121.7372,46.7564,69.42,0.62,15.02,2.8,0.03,1.83,3.04,3.96,3.14,0.13
3841,Granodiorite,-121.587,46.9177,66.76,0.6,15.48,3.95,0.05,1.94,3.7,4.24,3.12,0.14
3842,Granite,-121.7293,46.7627,66.76,0.6,15.48,3.95,0.05,1.94,3.7,4.24,3.12,0.14
3843,Granite,-121.7347,46.7557,69.21,0.53,15.22,3.17,0.03,1.46,3.15,3.75,3.37,0.1
3844,Granodiorite,-121.7259,46.7675,66.33,0.75,15.29,4.09,0.09,2.14,3.73,3.88,3.54,0.15
3845,Granite,-121.6907,46.7713,67.42,0.49,15.7,3.56,0.06,1.36,3.6,4.34,3.36,0.12
3846,Granite,-121.6889,46.7736,67.13,0.54,15.81,3.83,0.09,1.44,3.58,4.14,3.34,0.11
3848,Granite,-121.6936,46.7729,70.79,0.48,14.02,2.89,0.04,1.26,2.58,3.76,4.1,0.08
3849,Granite,-121.7033,46.7681,68.75,0.56,14.62,3.17,0.05,1.56,3.56,4.22,3.38,0.12
3851,Andesite tuff,-121.5956,46.9449,60.21,0.79,16.56,6.53,0.12,3.9,7.04,3.47,1.2,0.18
3852,Dacite tuff,-121.6036,46.9399,67.73,0.59,16.35,3.67,0.05,1.36,4.05,3.91,2.18,0.11
3853,Andesite,-121.6705,46.9272,62.05,0.93,16.09,6.76,0.1,2.73,6.11,3.49,1.53,0.21
3856,Andesite,-121.6082,46.94,64.31,0.6,16.63,5.01,0.08,2.67,3.87,4.62,2.02,0.19
3857,Dacite tuff,-121.5943,46.9439,71.79,0.44,14.14,3.26,0.04,0.77,1.82,4.09,3.58,0.09
3858,Granodiorite,-121.5984,46.9398,70.38,0.44,15.09,3.56,0.04,0.95,1.61,4.76,3.06,0.11
3861,Quartz monzonite,-122.4472,44.1278,73.24,0.42,14.48,2.24,0.01,0.59,1.43,3.47,4.08,0.04
3862,Basaltic andesite,-122.4944,44.8292,56.52,1.34,18.46,8.06,0.03,3.71,7.12,3.61,0.85,0.3
3863,Basaltic andesite,-122.4944,44.8292,56.71,1.33,17.64,8.2,0.12,3.9,7.49,3.49,0.83,0.29
3864,Quartz monzonite,-122.45,44.1222,72.84,0.42,14.65,2.4,0.02,0.49,1.54,3.07,4.51,0.06
3865,Granodiorite,-122.2389,45.7,65.58,0.75,15.93,4.86,0.06,1.94,4.09,3.98,2.66,0.15
3866,Granodiorite,-122.2375,45.6917,61.96,0.96,17.17,5.47,0.08,3.15,5.38,3.86,1.83,0.13
3867,Basaltic andesite,-122.75,44.6833,56.41,2.07,13.62,11.44,0.2,3.59,7.33,3.18,1.79,0.37
3868,Dacite tuff,-122.7667,43.2333,68.27,0.88,14.56,4.54,0.13,1.37,3.99,4.37,1.69,0.21
3869,Dacite tuff,-121.0869,46.7969,67.48,1.22,13.8,8.85,0.1,1.92,3.55,1.12,1.73,0.23
3870,Dacite tuff,-121.1458,46.7117,69.92,0.68,16.56,2.88,0.03,1.04,3.36,2.81,2.55,0.16
3871,Dacite tuff,-121.1986,46.9617,63.71,0.7,16.79,10.35,0.18,0.93,3.6,1.89,1.7,0.14
3872,Andesite tuff,-121.1986,46.9617,62.1,1.52,19.3,8.69,0.25,1.08,4.86,1.47,0.64,0.08
3873,Rhyolite tuff,-121.1981,46.9403,73.09,0.29,14.73,2.39,0.06,0.56,3.56,2.81,2.45,0.07
3874,Andesite tuff,-121.2886,46.9892,57.93,1.48,17.39,9.82,0.09,3.92,6.66,1.87,0.66,0.18
3875,Basaltic andesite,-122.8547,46.0347,54.18,1.44,17.89,8.29,0.12,4.6,9.42,3.22,0.57,0.27
3876,Basalt,-122.8764,46.1072,47.95,3.05,13.82,12.12,0.22,7.02,12.64,1.49,0.85,0.85
3877,Andesite tuff,-121.5992,46.5236,61.85,1.42,16.34,8.89,0.19,1.99,4.15,3.78,1.12,0.27
3878,Dacite tuff,-121.5931,46.5186,66.48,1.32,15.96,7.34,0.13,1.23,3.57,2.6,1.1,0.28
3879,Dacite tuff,-121.8925,46.9403,66.97,0.84,16.43,3.78,0.11,1.21,3.67,3.44,3.38,0.17
3880,Rhyolite tuff,-121.2653,46.7742,76.09,0.2,12.99,1.94,0.07,0.3,1.37,3.58,3.4,0.06
3881,Dacite tuff,-121.2597,47.0797,68.44,0.86,15.29,6.24,0.15,2.05,5.12,0.68,0.96,0.21
3882,Dacite tuff,-121.1339,46.6839,64.78,0.84,15.99,5.62,0.13,1.53,4.94,3.3,2.59,0.28
3883,Basalt,-122.5269,46.1131,49.8,1.72,15.98,10.7,0.18,6.76,11.78,2.54,0.34,0.19
3884,Basalt,-122.4736,46.1486,48.44,1.89,16.36,11.16,0.18,7.22,11.88,2.43,0.24,0.22
3885,Basalt,-122.5222,46.1278,49.76,1.9,14.7,12.03,0.22,6.64,11.51,2.69,0.32,0.23
3886,Basalt,-122.525,46.1417,48.27,2.43,15.75,13.07,0.21,5.73,11.05,2.77,0.42,0.3
3887,Basalt,-122.5528,46.1389,49.11,1.7,17.8,10.22,0.18,5.62,12.28,2.62,0.27,0.19
3888,Basalt,-122.5681,46.1403,47.63,0.7,13.55,9.47,0.17,16.68,10.15,1.41,0.16,0.08
3889,Basaltic andesite,-122.575,46.1403,52.12,1.44,17.14,9.01,0.15,6.55,9.46,3.28,0.51,0.34
3890,Basalt,-122.5611,46.1833,48.71,1.4,18.0,9.59,0.18,6.91,12.51,2.28,0.27,0.17
3891,Basalt,-122.5278,46.1972,48.56,2.74,15.37,13.64,0.22,5.32,10.45,2.92,0.46,0.34
3892,Basalt,-122.5375,46.2167,50.92,1.52,16.6,9.65,0.15,8.1,9.32,3.01,0.47,0.26
3893,Basalt,-122.5819,46.2222,45.43,1.57,14.97,10.13,0.19,9.94,13.01,3.3,0.76,0.7
3894,Basalt,-122.5306,46.2306,48.43,1.6,15.87,11.01,0.2,7.99,12.24,2.21,0.29,0.18
3895,Basaltic andesite,-122.5625,46.2486,52.31,1.64,16.78,9.45,0.18,6.21,9.56,3.19,0.32,0.37
3896,Basalt,-122.5667,46.2375,50.5,1.53,16.53,9.79,0.15,8.29,9.57,2.95,0.44,0.25
3897,Basaltic andesite,-122.6111,46.4111,55.29,1.19,16.35,7.97,0.15,6.16,8.17,3.23,1.19,0.3
3898,Basalt,-122.6167,46.3806,50.65,1.48,16.92,9.47,0.17,7.84,9.79,2.87,0.54,0.29
3899,Basalt,-122.6083,46.3944,48.91,2.52,14.78,11.37,0.18,8.39,10.13,2.64,0.75,0.33
3900,Basalt,-122.4583,46.0472,51.92,0.95,19.14,7.82,0.14,5.38,11.4,2.68,0.44,0.14
3901,Basalt,-122.4611,46.0708,49.61,2.63,14.35,14.58,0.25,5.08,9.37,3.19,0.59,0.35
3902,Basalt,-122.4764,46.0819,48.4,1.37,16.61,10.15,0.17,8.72,12.0,2.18,0.24,0.16
3903,Basalt,-122.4944,46.0792,48.37,1.38,16.5,10.05,0.17,8.61,12.19,2.34,0.24,0.15
3904,Basalt,-122.4861,46.1014,48.22,1.25,16.86,9.44,0.16,9.26,12.44,2.07,0.16,0.13
3905,Basalt,-122.4819,46.1403,47.86,2.85,14.77,14.76,0.24,5.54,10.29,2.89,0.46,0.35
3906,Basalt,-122.4875,46.1625,48.32,2.52,15.43,13.25,0.21,5.79,10.96,2.8,0.45,0.28
3907,Basaltic andesite,-122.4403,46.1986,54.17,1.33,16.34,8.22,0.13,6.81,8.76,3.32,0.66,0.26
3908,Dacite dike,-121.4764,46.6042,66.2,0.52,16.97,3.93,0.12,1.8,5.49,2.75,2.06,0.16
3909,Andesite,-121.4475,46.4344,66.86,0.71,15.92,4.02,0.11,1.37,3.21,4.22,3.39,0.2
3910,Andesite,-121.4742,46.4081,61.61,1.12,15.63,7.7,0.1,2.19,4.9,3.8,2.61,0.34
3911,Andesite,-121.4503,46.3919,60.73,0.97,16.97,5.61,0.1,3.39,6.01,3.98,2.0,0.22
3912,Dacite tuff,-121.1008,47.0086,71.36,0.61,15.05,4.2,0.04,1.19,4.44,1.56,1.39,0.13
3913,Dacite tuff,-121.1008,47.0086,71.07,0.6,15.04,4.2,0.04,1.16,4.5,1.59,1.66,0.13
3914,Rhyolite tuff,-121.0536,46.9864,73.92,0.44,14.12,3.45,0.03,0.93,3.6,1.58,1.83,0.09
3915,Rhyolite,-121.0928,47.0264,74.48,0.22,15.89,0.27,0.01,0.15,0.25,1.33,7.41,0.0
3916,Rhyolite,-121.0517,47.0364,79.17,0.2,11.95,1.56,0.01,0.24,0.56,0.74,5.53,0.05
3917,Dacite,-121.1278,47.0161,69.84,0.74,16.17,4.21,0.05,1.43,3.88,2.1,1.42,0.15
3918,Andesite,-121.1483,47.0383,61.11,1.67,17.58,7.48,0.17,2.07,4.89,4.06,0.63,0.33
3919,Dacite tuff,-121.5533,46.4272,69.31,1.38,18.27,3.68,0.06,0.82,2.78,2.64,0.89,0.18
3920,Rhyolite tuff,-121.1489,47.0369,72.97,0.69,15.33,1.51,0.02,0.26,2.08,4.52,2.44,0.17
3921,Andesite tuff,-121.1483,47.0383,59.94,1.24,15.97,8.16,0.11,2.78,6.73,4.29,0.36,0.4
3922,Rhyolite tuff,-121.2597,46.8472,76.28,0.13,13.83,2.0,0.05,0.2,1.52,3.2,2.79,0.0
3923,Rhyolite tuff,-121.1125,47.0064,78.34,0.28,12.38,0.9,0.02,0.0,1.3,4.06,2.64,0.07
3924,Andesite,-121.8236,45.4014,59.17,0.94,16.83,6.37,0.11,4.83,6.63,3.75,1.17,0.2
3925,Andesite,-121.9269,45.3492,62.96,0.66,17.36,4.59,0.07,3.06,6.09,4.01,1.05,0.15
3926,Andesite,-121.8128,45.3175,57.04,1.18,18.34,7.77,0.14,3.49,7.13,3.91,0.73,0.27
3927,Quartz diorite,-121.82,45.27,60.16,0.86,17.04,5.93,0.15,4.16,6.44,3.98,1.09,0.17
3928,Quartz diorite,-121.8378,45.2747,62.78,1.0,16.03,5.76,0.08,3.1,5.29,3.74,1.99,0.23
3929,Andesite,-121.8314,45.3061,59.14,0.86,18.14,6.19,0.1,3.62,7.36,3.73,0.68,0.18
3930,Quartz diorite,-121.8314,45.3061,59.5,0.92,17.61,5.73,0.11,3.98,6.67,4.07,1.2,0.2
3931,Quartz diorite,-121.8211,45.3031,61.7,1.09,16.04,6.02,0.09,3.15,5.61,4.12,1.94,0.26
3932,Andesite,-121.8039,45.2947,56.38,1.21,17.94,7.46,0.12,4.68,6.91,3.66,1.38,0.24
3933,Andesite,-121.8144,45.2939,59.52,1.02,18.11,6.01,0.1,3.58,6.35,3.84,1.26,0.21
3934,Andesite,-121.7989,45.2928,56.49,1.18,17.48,7.51,0.13,4.79,7.11,3.69,1.37,0.25
3935,Andesite,-121.7906,45.29,61.55,1.1,17.04,5.75,0.1,2.47,5.15,4.38,2.15,0.31
3936,Andesite,-121.7928,45.3,57.47,1.13,18.17,6.58,0.11,3.76,7.0,4.1,1.37,0.31
3937,Andesite,-121.8008,45.4269,61.21,0.84,17.46,5.44,0.1,3.15,6.36,3.98,1.28,0.17
3938,Andesite,-121.8247,45.4103,61.3,1.04,16.92,5.87,0.08,3.31,5.67,3.97,1.59,0.24
3939,Andesite,-121.8319,45.4014,59.0,0.97,17.18,6.34,0.09,4.58,6.68,3.77,1.19,0.2
3940,Basaltic andesite,-121.8494,45.3497,54.01,1.27,18.04,7.96,0.13,5.35,7.86,3.77,1.3,0.31
3941,Basalt,-121.7775,45.4019,51.16,1.71,16.74,9.52,0.15,7.67,8.31,3.36,0.98,0.4
3942,Basaltic andesite,-122.6333,46.4,52.68,1.25,15.94,8.69,0.14,7.71,9.5,2.73,0.99,0.36
3943,Basaltic andesite,-122.6333,46.3833,52.91,1.13,15.33,8.8,0.16,9.07,8.98,2.67,0.69,0.25
3944,Basalt,-122.6333,46.3833,49.3,2.09,14.2,10.75,0.17,11.12,8.84,2.44,0.79,0.3
3945,Basalt,-122.65,46.3833,52.0,1.64,16.31,9.27,0.15,6.26,10.3,2.91,0.82,0.34
3946,Basalt,-122.65,46.4,49.58,2.27,15.43,10.86,0.18,7.42,10.43,2.75,0.72,0.37
3947,Basalt,-122.65,46.4,50.27,2.25,15.86,10.64,0.17,6.58,10.37,2.75,0.76,0.36
3948,Basaltic andesite,-122.5833,46.4333,55.62,1.31,16.84,8.32,0.14,4.93,8.2,3.4,0.9,0.35
3949,Basalt,-122.5,46.0833,49.79,2.08,15.16,12.17,0.22,6.14,10.86,2.83,0.48,0.28
3950,Basalt,-122.4667,46.0667,49.81,1.79,16.84,10.38,0.18,5.9,11.84,2.63,0.4,0.22
3951,Basalt,-122.4833,46.15,48.31,2.48,15.8,13.12,0.21,5.55,11.01,2.79,0.42,0.31
3952,Basalt,-122.4833,46.15,48.38,2.54,15.41,13.23,0.22,5.72,10.92,2.8,0.46,0.32
3953,Basalt,-122.4833,46.1167,47.24,2.85,16.95,14.14,0.38,4.45,10.54,2.78,0.29,0.36
3954,Basalt,-122.5,46.0667,49.87,2.64,14.32,14.56,0.26,4.79,9.5,3.18,0.52,0.36
3955,Basalt,-122.3833,46.0333,49.04,1.67,15.66,11.33,0.19,7.47,11.88,2.38,0.19,0.18
3956,Andesite,-122.6167,46.1167,57.04,1.76,16.3,8.74,0.17,3.33,7.24,4.17,0.71,0.55
3957,Basaltic andesite,-122.55,46.2333,52.07,1.66,16.53,9.67,0.15,6.65,9.25,3.18,0.54,0.3
3958,Basalt,-122.5833,46.2167,45.66,1.6,14.87,9.9,0.17,9.81,13.09,3.09,0.96,0.84
3959,Basalt,-122.5833,46.2167,48.32,1.4,15.83,10.46,0.19,9.98,10.59,2.48,0.49,0.26
3960,Basaltic andesite,-122.5833,46.2167,52.12,1.37,17.34,8.86,0.18,6.4,9.8,3.08,0.6,0.26
3961,Basalt,-122.6,46.2333,51.82,1.48,17.03,9.08,0.14,7.11,9.08,3.35,0.61,0.3
3962,Basaltic andesite,-122.5667,46.25,52.6,1.61,16.68,9.26,0.16,6.22,9.39,3.18,0.52,0.38
3963,Basalt,-122.5833,46.25,47.94,1.28,15.22,9.6,0.18,10.87,11.39,2.17,0.96,0.38
3964,Basalt,-122.5833,46.2,48.24,1.34,15.91,10.16,0.17,10.06,10.78,2.51,0.56,0.26
3965,Basaltic andesite,-122.5833,46.2,52.54,1.26,16.45,8.38,0.14,8.16,9.2,3.06,0.57,0.22
3966,Basaltic andesite,-122.5833,46.2,53.25,1.31,16.93,8.48,0.14,6.62,9.24,3.18,0.6,0.25
3967,Basalt,-122.5833,46.2,51.5,1.12,16.04,8.77,0.15,9.49,9.8,2.64,0.33,0.16
3968,Basalt,-122.6,46.2,51.7,1.28,16.96,8.83,0.15,7.54,9.98,2.88,0.46,0.22
3969,Basaltic andesite,-122.6167,46.2,53.64,1.42,17.23,8.73,0.14,5.54,9.15,3.25,0.64,0.27
3970,Basalt,-122.5667,46.1667,48.6,1.29,18.62,9.02,0.18,6.99,12.79,2.14,0.18,0.17
3971,Basaltic andesite,-122.6167,46.15,53.31,1.46,17.53,8.71,0.14,5.65,9.08,3.24,0.59,0.28
3972,Basalt,-122.5,46.1667,48.53,2.45,15.5,13.12,0.21,5.7,10.91,2.81,0.46,0.32
3973,Basaltic andesite,-122.4639,46.3239,53.94,1.19,16.02,8.05,0.13,7.66,8.87,2.9,0.99,0.26
3974,Andesite,-122.5239,46.3797,57.61,1.21,17.64,6.92,0.15,3.75,7.56,3.74,1.1,0.31
3975,Andesite,-122.5356,46.3828,57.65,1.27,17.96,7.19,0.1,3.06,7.37,3.89,1.27,0.26
3976,Andesite,-122.5008,46.3936,53.14,1.36,18.43,8.47,0.22,4.81,9.28,3.41,0.66,0.23
3977,Basaltic andesite intrusion,-121.9672,46.5256,54.31,1.05,17.87,8.64,0.15,5.07,9.16,2.94,0.63,0.19
3978,Andesite intrusion,-121.9967,46.5344,58.31,1.27,16.65,8.76,0.17,2.73,6.99,3.74,1.09,0.3
